noise_type,unweighted_impact,weighted_h0,weighted_h1,weighted_total
gaussian,16766.9,963.8194849287731,81.25012665977864,1045.0696115885519
salt_pepper,29509.2,4633.670033425343,277.5643320862995,4911.234365511642
