image_name,subfolder,stage,variant,threshold,superlevel,confidence,total_features,betti_0,betti_1,min_persistence,timestamp
Fluoroscent_Red_313_clean,ReportImages,baseline,baseline,0.09803921568627451,True,0.9,20828,19893,935,0.02,2025-10-28T03:06:00.995990
Fluoroscent_Red_313_gaussian_0.01,ReportImages,baseline,noised_gaussian_0.01,0.09803921568627451,True,0.9,21943,20755,1188,0.02,2025-10-28T03:07:52.530885
Fluoroscent_Red_313_gaussian_0.03,ReportImages,baseline,noised_gaussian_0.03,0.09803921568627451,True,0.9,21947,20749,1198,0.02,2025-10-28T03:10:56.725277
Fluoroscent_Red_313_gaussian_0.05,ReportImages,baseline,noised_gaussian_0.05,0.09803921568627451,True,0.9,21939,20742,1197,0.02,2025-10-28T03:13:35.898441
Fluoroscent_Red_313_gaussian_0.08,ReportImages,baseline,noised_gaussian_0.08,0.09803921568627451,True,0.9,21955,20760,1195,0.02,2025-10-28T03:15:17.300127
Fluoroscent_Red_313_gaussian_0.10,ReportImages,baseline,noised_gaussian_0.10,0.09803921568627451,True,0.9,22048,20825,1223,0.02,2025-10-28T03:16:22.842020
Fluoroscent_Red_313_salt_pepper_0.01,ReportImages,baseline,noised_salt_pepper_0.01,0.12156862745098039,True,0.9,43296,37623,5673,0.02,2025-10-28T03:17:37.153228
Fluoroscent_Red_313_salt_pepper_0.03,ReportImages,baseline,noised_salt_pepper_0.03,0.5254901960784314,True,0.9,85781,71018,14763,0.02,2025-10-28T03:19:42.762231
Fluoroscent_Red_313_salt_pepper_0.05,ReportImages,baseline,noised_salt_pepper_0.05,0.5254901960784314,True,0.9,125236,101485,23751,0.02,2025-10-28T03:21:28.154114
Fluoroscent_Red_313_salt_pepper_0.08,ReportImages,baseline,noised_salt_pepper_0.08,0.5254901960784314,True,0.9,139191,132739,6452,0.05059359781444073,2025-10-28T03:23:11.391755
Fluoroscent_Red_313_salt_pepper_0.10,ReportImages,baseline,noised_salt_pepper_0.10,0.5294117647058824,True,0.9,157711,153590,4121,0.06797756999731064,2025-10-28T03:24:56.116830
Fluoroscent_Red_313_gaussian_0.01_median_filter,ReportImages,baseline,denoised_gaussian_0.01_median_filter,0.09803921568627451,True,0.9,15911,15003,908,0.02,2025-10-28T03:26:57.395107
Fluoroscent_Red_313_gaussian_0.01_bilateral_filter,ReportImages,baseline,denoised_gaussian_0.01_bilateral_filter,0.09803921568627451,True,0.9,14530,13727,803,0.02,2025-10-28T03:28:44.676349
Fluoroscent_Red_313_gaussian_0.01_non_local_means,ReportImages,baseline,denoised_gaussian_0.01_non_local_means,0.09019607843137255,True,0.9,9143,8565,578,0.02,2025-10-28T03:30:38.245352
Fluoroscent_Red_313_gaussian_0.01_topological,ReportImages,baseline,denoised_gaussian_0.01_topological,0.09019607843137255,True,0.9,9143,8565,578,0.02,2025-10-28T03:32:08.059479
Fluoroscent_Red_313_gaussian_0.01_morphological,ReportImages,baseline,denoised_gaussian_0.01_morphological,0.09019607843137255,True,0.9,9143,8565,578,0.02,2025-10-28T03:33:45.829579
Fluoroscent_Red_313_gaussian_0.03_median_filter,ReportImages,baseline,denoised_gaussian_0.03_median_filter,0.09803921568627451,True,0.9,15897,14985,912,0.02,2025-10-28T03:35:21.838027
Fluoroscent_Red_313_gaussian_0.03_bilateral_filter,ReportImages,baseline,denoised_gaussian_0.03_bilateral_filter,0.09803921568627451,True,0.9,14527,13721,806,0.02,2025-10-28T03:36:46.623199
Fluoroscent_Red_313_gaussian_0.03_non_local_means,ReportImages,baseline,denoised_gaussian_0.03_non_local_means,0.09019607843137255,True,0.9,9130,8559,571,0.02,2025-10-28T03:38:37.992134
Fluoroscent_Red_313_gaussian_0.03_topological,ReportImages,baseline,denoised_gaussian_0.03_topological,0.09019607843137255,True,0.9,9130,8559,571,0.02,2025-10-28T03:39:47.214718
Fluoroscent_Red_313_gaussian_0.03_morphological,ReportImages,baseline,denoised_gaussian_0.03_morphological,0.09019607843137255,True,0.9,9130,8559,571,0.02,2025-10-28T03:41:20.517640
