image_name,intensity_betti_0,intensity_betti_1,edt_betti_0,edt_betti_1,method_difference_total,better_method,threshold,superlevel
Zebrafish_gaussian_0.03_median_filter,27,9,7,41,0,unknown,0.615686274509804,False
Zebrafish_gaussian_0.03_bilateral_filter,23,35,8,29,0,unknown,0.5843137254901961,False
Zebrafish_gaussian_0.03_non_local_means,4,2,1,4,0,unknown,0.5882352941176471,False
Zebrafish_gaussian_0.03_topological,4,2,1,4,0,unknown,0.5882352941176471,False
Zebrafish_gaussian_0.03_morphological,4,2,1,4,0,unknown,0.5882352941176471,False
Zebrafish_gaussian_0.05_median_filter,27,9,9,56,0,unknown,0.615686274509804,False
Zebrafish_gaussian_0.05_bilateral_filter,22,35,8,29,0,unknown,0.5843137254901961,False
Zebrafish_gaussian_0.05_non_local_means,4,2,1,4,0,unknown,0.5882352941176471,False
Zebrafish_gaussian_0.05_topological,4,2,1,4,0,unknown,0.5882352941176471,False
Zebrafish_gaussian_0.05_morphological,4,2,1,4,0,unknown,0.5882352941176471,False
Zebrafish_gaussian_0.08_median_filter,28,9,9,57,0,unknown,0.615686274509804,False
Zebrafish_gaussian_0.08_bilateral_filter,22,35,8,29,0,unknown,0.5843137254901961,False
Zebrafish_gaussian_0.08_non_local_means,4,1,1,4,0,unknown,0.5882352941176471,False
Zebrafish_gaussian_0.08_topological,4,1,1,4,0,unknown,0.5882352941176471,False
Zebrafish_gaussian_0.08_morphological,4,1,1,4,0,unknown,0.5882352941176471,False
Zebrafish_gaussian_0.10_median_filter,28,9,9,52,0,unknown,0.6196078431372549,False
Zebrafish_gaussian_0.10_bilateral_filter,23,35,8,29,0,unknown,0.5843137254901961,False
Zebrafish_gaussian_0.10_non_local_means,4,2,1,4,0,unknown,0.5882352941176471,False
Zebrafish_gaussian_0.10_topological,4,2,1,4,0,unknown,0.5882352941176471,False
Zebrafish_gaussian_0.10_morphological,4,2,1,4,0,unknown,0.5882352941176471,False
Zebrafish_salt_pepper_0.01_median_filter,27,9,9,54,0,unknown,0.6196078431372549,False
Zebrafish_salt_pepper_0.01_bilateral_filter,35,38,8,26,0,unknown,0.5843137254901961,False
Zebrafish_salt_pepper_0.01_non_local_means,4,1,1,5,0,unknown,0.5882352941176471,False
Zebrafish_salt_pepper_0.01_topological,4,1,1,5,0,unknown,0.5882352941176471,False
Zebrafish_salt_pepper_0.01_morphological,4,1,1,5,0,unknown,0.5882352941176471,False
Zebrafish_salt_pepper_0.03_median_filter,25,9,7,37,0,unknown,0.615686274509804,False
Zebrafish_salt_pepper_0.03_bilateral_filter,62,50,8,26,0,unknown,0.5803921568627451,False
Zebrafish_salt_pepper_0.03_non_local_means,4,2,1,4,0,unknown,0.596078431372549,False
Zebrafish_salt_pepper_0.03_topological,4,2,1,4,0,unknown,0.596078431372549,False
Zebrafish_salt_pepper_0.03_morphological,4,2,1,4,0,unknown,0.596078431372549,False
Zebrafish_salt_pepper_0.05_median_filter,27,9,8,41,0,unknown,0.615686274509804,False
Zebrafish_salt_pepper_0.05_bilateral_filter,77,51,9,26,0,unknown,0.5764705882352941,False
Zebrafish_salt_pepper_0.05_non_local_means,3,1,1,4,0,unknown,0.5843137254901961,False
Zebrafish_salt_pepper_0.05_topological,3,1,1,4,0,unknown,0.5843137254901961,False
Zebrafish_salt_pepper_0.05_morphological,3,1,1,4,0,unknown,0.5843137254901961,False
Zebrafish_salt_pepper_0.08_median_filter,30,8,8,46,0,unknown,0.615686274509804,False
Zebrafish_salt_pepper_0.08_bilateral_filter,113,66,7,33,0,unknown,0.5725490196078431,False
Zebrafish_salt_pepper_0.08_non_local_means,4,0,1,6,0,unknown,0.5803921568627451,False
Zebrafish_salt_pepper_0.08_topological,4,0,1,6,0,unknown,0.5803921568627451,False
Zebrafish_salt_pepper_0.08_morphological,4,0,1,6,0,unknown,0.5803921568627451,False
Zebrafish_salt_pepper_0.10_median_filter,31,12,7,37,0,unknown,0.615686274509804,False
Zebrafish_salt_pepper_0.10_bilateral_filter,147,75,9,30,0,unknown,0.5686274509803921,False
Zebrafish_salt_pepper_0.10_non_local_means,5,1,1,5,0,unknown,0.5882352941176471,False
Zebrafish_salt_pepper_0.10_topological,5,1,1,5,0,unknown,0.5882352941176471,False
Zebrafish_salt_pepper_0.10_morphological,5,1,1,5,0,unknown,0.5882352941176471,False
Defungi_H2_1a_6_clean,79,68,10,22,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.01,87,73,10,20,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.03,87,73,8,20,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.05,86,73,8,19,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.08,83,76,8,19,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.10,83,74,10,20,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.01,1266,1256,9,19,0,unknown,0.47058823529411764,False
Defungi_H2_1a_6_salt_pepper_0.03,3535,3547,7,17,0,unknown,0.4549019607843137,False
Defungi_H2_1a_6_salt_pepper_0.05,5579,5703,3,2,0,unknown,0.27058823529411763,False
Defungi_H2_1a_6_salt_pepper_0.08,8357,8648,3,2,0,unknown,0.27058823529411763,False
Defungi_H2_1a_6_salt_pepper_0.10,9919,10383,2,1,0,unknown,0.27058823529411763,False
Defungi_H2_1a_6_gaussian_0.01_median_filter,32,29,8,19,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.01_bilateral_filter,29,23,7,18,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.01_non_local_means,19,14,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.01_topological,19,14,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.01_morphological,19,14,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.03_median_filter,31,31,7,19,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.03_bilateral_filter,28,24,6,18,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.03_non_local_means,19,13,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.03_topological,19,13,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.03_morphological,19,13,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.05_median_filter,31,30,8,18,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.05_bilateral_filter,28,24,8,18,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.05_non_local_means,19,13,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.05_topological,19,13,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.05_morphological,19,13,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.08_median_filter,32,30,8,18,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.08_bilateral_filter,28,23,7,18,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.08_non_local_means,19,13,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.08_topological,19,13,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.08_morphological,19,13,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.10_median_filter,32,31,8,17,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.10_bilateral_filter,28,24,7,18,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.10_non_local_means,19,13,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.10_topological,19,13,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_gaussian_0.10_morphological,19,13,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.01_median_filter,30,29,8,18,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.01_bilateral_filter,1041,1061,8,19,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.01_non_local_means,19,13,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.01_topological,19,13,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.01_morphological,19,13,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.03_median_filter,31,29,8,18,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.03_bilateral_filter,3132,3249,7,17,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.03_non_local_means,21,14,5,15,0,unknown,0.47843137254901963,False
Defungi_H2_1a_6_salt_pepper_0.03_topological,21,14,5,15,0,unknown,0.47843137254901963,False
Defungi_H2_1a_6_salt_pepper_0.03_morphological,21,14,5,15,0,unknown,0.47843137254901963,False
Defungi_H2_1a_6_salt_pepper_0.05_median_filter,30,29,8,19,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.05_bilateral_filter,5163,5417,7,19,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.05_non_local_means,22,17,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.05_topological,22,17,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.05_morphological,22,17,4,13,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.08_median_filter,31,30,8,18,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.08_bilateral_filter,7958,8437,8,17,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.08_non_local_means,22,15,3,14,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.08_topological,22,15,3,14,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.08_morphological,22,15,3,14,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.10_median_filter,32,29,8,18,0,unknown,0.4745098039215686,False
Defungi_H2_1a_6_salt_pepper_0.10_bilateral_filter,9632,10210,8,20,0,unknown,0.47058823529411764,False
Defungi_H2_1a_6_salt_pepper_0.10_non_local_means,27,18,7,15,0,unknown,0.47843137254901963,False
Defungi_H2_1a_6_salt_pepper_0.10_topological,27,18,7,15,0,unknown,0.47843137254901963,False
Defungi_H2_1a_6_salt_pepper_0.10_morphological,27,18,7,15,0,unknown,0.47843137254901963,False
Mouserbirn_neuronal_clean,2808,4542,88,308,0,unknown,0.20784313725490197,True
Mouserbirn_neuronal_gaussian_0.01,2831,4524,89,316,0,unknown,0.20392156862745098,True
Mouserbirn_neuronal_gaussian_0.03,2818,4538,89,313,0,unknown,0.20392156862745098,True
Mouserbirn_neuronal_gaussian_0.05,2808,4532,88,320,0,unknown,0.20392156862745098,True
Mouserbirn_neuronal_gaussian_0.08,2833,4526,90,318,0,unknown,0.20392156862745098,True
Mouserbirn_neuronal_gaussian_0.10,2806,4525,90,307,0,unknown,0.20392156862745098,True
Mouserbirn_neuronal_salt_pepper_0.01,3949,4900,75,296,0,unknown,0.25098039215686274,True
Mouserbirn_neuronal_salt_pepper_0.03,5984,5600,7,227,0,unknown,0.3686274509803922,True
Mouserbirn_neuronal_salt_pepper_0.05,6898,3604,2,175,0,unknown,0.4392156862745098,True
Mouserbirn_neuronal_salt_pepper_0.08,9206,3381,2,177,0,unknown,0.47058823529411764,True
Mouserbirn_neuronal_salt_pepper_0.10,10389,2738,2,215,0,unknown,0.4823529411764706,True
Mouserbirn_neuronal_gaussian_0.01_median_filter,392,352,74,273,0,unknown,0.1607843137254902,True
Mouserbirn_neuronal_gaussian_0.01_bilateral_filter,268,423,48,134,0,unknown,0.1568627450980392,True
Mouserbirn_neuronal_gaussian_0.01_non_local_means,11,5,3,5,0,unknown,0.13333333333333333,True
Mouserbirn_neuronal_gaussian_0.01_topological,11,5,3,5,0,unknown,0.13333333333333333,True
Mouserbirn_neuronal_gaussian_0.01_morphological,11,5,3,5,0,unknown,0.13333333333333333,True
Mouserbirn_neuronal_gaussian_0.03_median_filter,381,352,78,273,0,unknown,0.1607843137254902,True
Mouserbirn_neuronal_gaussian_0.03_bilateral_filter,267,418,48,129,0,unknown,0.1568627450980392,True
Mouserbirn_neuronal_gaussian_0.03_non_local_means,11,5,3,5,0,unknown,0.13333333333333333,True
Mouserbirn_neuronal_gaussian_0.03_topological,11,5,3,5,0,unknown,0.13333333333333333,True
Mouserbirn_neuronal_gaussian_0.03_morphological,11,5,3,5,0,unknown,0.13333333333333333,True
Mouserbirn_neuronal_gaussian_0.05_median_filter,397,358,76,265,0,unknown,0.1607843137254902,True
Mouserbirn_neuronal_gaussian_0.05_bilateral_filter,269,421,48,132,0,unknown,0.1568627450980392,True
Mouserbirn_neuronal_gaussian_0.05_non_local_means,11,6,3,4,0,unknown,0.13333333333333333,True
Mouserbirn_neuronal_gaussian_0.05_topological,11,6,3,4,0,unknown,0.13333333333333333,True
Mouserbirn_neuronal_gaussian_0.05_morphological,11,6,3,4,0,unknown,0.13333333333333333,True
Mouserbirn_neuronal_gaussian_0.08_median_filter,377,361,75,269,0,unknown,0.1607843137254902,True
Mouserbirn_neuronal_gaussian_0.08_bilateral_filter,269,422,48,130,0,unknown,0.1568627450980392,True
Mouserbirn_neuronal_gaussian_0.08_non_local_means,11,5,3,4,0,unknown,0.13333333333333333,True
Mouserbirn_neuronal_gaussian_0.08_topological,11,5,3,4,0,unknown,0.13333333333333333,True
Mouserbirn_neuronal_gaussian_0.08_morphological,11,5,3,4,0,unknown,0.13333333333333333,True
Mouserbirn_neuronal_gaussian_0.10_median_filter,381,360,74,274,0,unknown,0.1607843137254902,True
Mouserbirn_neuronal_gaussian_0.10_bilateral_filter,269,422,49,136,0,unknown,0.1568627450980392,True
Mouserbirn_neuronal_gaussian_0.10_non_local_means,11,6,3,4,0,unknown,0.13333333333333333,True
Mouserbirn_neuronal_gaussian_0.10_topological,11,6,3,4,0,unknown,0.13333333333333333,True
Mouserbirn_neuronal_gaussian_0.10_morphological,11,6,3,4,0,unknown,0.13333333333333333,True
Mouserbirn_neuronal_salt_pepper_0.01_median_filter,401,357,78,273,0,unknown,0.16470588235294117,True
Mouserbirn_neuronal_salt_pepper_0.01_bilateral_filter,1523,500,44,157,0,unknown,0.1803921568627451,True
Mouserbirn_neuronal_salt_pepper_0.01_non_local_means,9,7,2,6,0,unknown,0.1411764705882353,True
Mouserbirn_neuronal_salt_pepper_0.01_topological,9,7,2,6,0,unknown,0.1411764705882353,True
Mouserbirn_neuronal_salt_pepper_0.01_morphological,9,7,2,6,0,unknown,0.1411764705882353,True
Mouserbirn_neuronal_salt_pepper_0.03_median_filter,407,365,68,267,0,unknown,0.16470588235294117,True
Mouserbirn_neuronal_salt_pepper_0.03_bilateral_filter,3822,673,1,121,0,unknown,0.3764705882352941,True
Mouserbirn_neuronal_salt_pepper_0.03_non_local_means,13,6,2,7,0,unknown,0.1450980392156863,True
Mouserbirn_neuronal_salt_pepper_0.03_topological,13,6,2,7,0,unknown,0.1450980392156863,True
Mouserbirn_neuronal_salt_pepper_0.03_morphological,13,6,2,7,0,unknown,0.1450980392156863,True
Mouserbirn_neuronal_salt_pepper_0.05_median_filter,435,371,70,238,0,unknown,0.16470588235294117,True
Mouserbirn_neuronal_salt_pepper_0.05_bilateral_filter,5877,827,1,94,0,unknown,0.4196078431372549,True
Mouserbirn_neuronal_salt_pepper_0.05_non_local_means,21,7,4,4,0,unknown,0.15294117647058825,True
Mouserbirn_neuronal_salt_pepper_0.05_topological,21,7,4,4,0,unknown,0.15294117647058825,True
Mouserbirn_neuronal_salt_pepper_0.05_morphological,21,7,4,4,0,unknown,0.15294117647058825,True
Mouserbirn_neuronal_salt_pepper_0.08_median_filter,459,382,72,261,0,unknown,0.16470588235294117,True
Mouserbirn_neuronal_salt_pepper_0.08_bilateral_filter,8490,515,1,119,0,unknown,0.44313725490196076,True
Mouserbirn_neuronal_salt_pepper_0.08_non_local_means,31,10,5,9,0,unknown,0.1607843137254902,True
Mouserbirn_neuronal_salt_pepper_0.08_topological,31,10,5,9,0,unknown,0.1607843137254902,True
Mouserbirn_neuronal_salt_pepper_0.08_morphological,31,10,5,9,0,unknown,0.1607843137254902,True
Mouserbirn_neuronal_salt_pepper_0.10_median_filter,464,387,73,255,0,unknown,0.16470588235294117,True
Mouserbirn_neuronal_salt_pepper_0.10_bilateral_filter,10012,496,1,162,0,unknown,0.4549019607843137,True
Mouserbirn_neuronal_salt_pepper_0.10_non_local_means,38,13,3,7,0,unknown,0.16862745098039217,True
Mouserbirn_neuronal_salt_pepper_0.10_topological,38,13,3,7,0,unknown,0.16862745098039217,True
Mouserbirn_neuronal_salt_pepper_0.10_morphological,38,13,3,7,0,unknown,0.16862745098039217,True
