image_name,intensity_b0,intensity_b1,edt_b0,edt_b1
H_swiss_cheese_gaussian_0.10_topological,462,384,46,389
H_swiss_cheese_gaussian_0.10_morphological,462,384,46,389
H_swiss_cheese_salt_pepper_0.01_median_filter,412,81,1,1
H_swiss_cheese_salt_pepper_0.01_bilateral_filter,1313,403,47,1956
H_swiss_cheese_salt_pepper_0.01_non_local_means,467,381,44,392
H_swiss_cheese_salt_pepper_0.01_topological,467,381,44,392
H_swiss_cheese_salt_pepper_0.01_morphological,467,381,44,392
H_swiss_cheese_salt_pepper_0.03_median_filter,403,83,1,1
H_swiss_cheese_salt_pepper_0.03_bilateral_filter,2171,998,60,1982
H_swiss_cheese_salt_pepper_0.03_non_local_means,459,387,48,393
H_swiss_cheese_salt_pepper_0.03_topological,459,387,48,393
H_swiss_cheese_salt_pepper_0.03_morphological,459,387,48,393
H_swiss_cheese_salt_pepper_0.05_median_filter,414,84,1,1
H_swiss_cheese_salt_pepper_0.05_bilateral_filter,2955,1598,58,1984
H_swiss_cheese_salt_pepper_0.05_non_local_means,458,377,47,366
H_swiss_cheese_salt_pepper_0.05_topological,458,377,47,366
H_swiss_cheese_salt_pepper_0.05_morphological,458,377,47,366
H_swiss_cheese_salt_pepper_0.08_median_filter,401,83,1,1
H_swiss_cheese_salt_pepper_0.08_bilateral_filter,3912,2481,68,2037
H_swiss_cheese_salt_pepper_0.08_non_local_means,457,379,41,357
H_swiss_cheese_salt_pepper_0.08_topological,457,379,41,357
H_swiss_cheese_salt_pepper_0.08_morphological,457,379,41,357
H_swiss_cheese_salt_pepper_0.10_median_filter,417,90,1,1
H_swiss_cheese_salt_pepper_0.10_bilateral_filter,4478,3030,77,2024
H_swiss_cheese_salt_pepper_0.10_non_local_means,455,374,41,377
H_swiss_cheese_salt_pepper_0.10_topological,455,374,41,377
H_swiss_cheese_salt_pepper_0.10_morphological,455,374,41,377
synthetic_annulus_clean,1,1,1,1
synthetic_annulus_gaussian_0.01,1,1,1,1
synthetic_annulus_gaussian_0.03,1,1,1,1
synthetic_annulus_gaussian_0.05,1,1,1,1
synthetic_annulus_gaussian_0.08,1,1,2,48
synthetic_annulus_gaussian_0.10,1,1,2,49
synthetic_annulus_salt_pepper_0.01,127,71,1,1
synthetic_annulus_salt_pepper_0.03,358,172,1,1
synthetic_annulus_salt_pepper_0.05,568,288,1,1
synthetic_annulus_salt_pepper_0.08,851,439,1,1
synthetic_annulus_salt_pepper_0.10,986,519,1,1
synthetic_annulus_gaussian_0.01_median_filter,1,1,1,1
synthetic_annulus_gaussian_0.01_bilateral_filter,1,1,2,32
synthetic_annulus_gaussian_0.01_non_local_means,1,1,2,60
synthetic_annulus_gaussian_0.01_topological,1,1,2,60
synthetic_annulus_gaussian_0.01_morphological,1,1,2,60
synthetic_annulus_gaussian_0.03_median_filter,1,1,1,1
synthetic_annulus_gaussian_0.03_bilateral_filter,1,1,2,32
synthetic_annulus_gaussian_0.03_non_local_means,1,1,2,61
synthetic_annulus_gaussian_0.03_topological,1,1,2,61
synthetic_annulus_gaussian_0.03_morphological,1,1,2,61
synthetic_annulus_gaussian_0.05_median_filter,1,1,1,1
synthetic_annulus_gaussian_0.05_bilateral_filter,1,1,2,32
synthetic_annulus_gaussian_0.05_non_local_means,1,1,2,60
synthetic_annulus_gaussian_0.05_topological,1,1,2,60
synthetic_annulus_gaussian_0.05_morphological,1,1,2,60
synthetic_annulus_gaussian_0.08_median_filter,1,1,1,1
synthetic_annulus_gaussian_0.08_bilateral_filter,1,1,2,32
synthetic_annulus_gaussian_0.08_non_local_means,1,1,2,61
synthetic_annulus_gaussian_0.08_topological,1,1,2,61
synthetic_annulus_gaussian_0.08_morphological,1,1,2,61
synthetic_annulus_gaussian_0.10_median_filter,1,1,2,64
synthetic_annulus_gaussian_0.10_bilateral_filter,1,1,2,32
synthetic_annulus_gaussian_0.10_non_local_means,1,1,2,62
synthetic_annulus_gaussian_0.10_topological,1,1,2,62
synthetic_annulus_gaussian_0.10_morphological,1,1,2,62
synthetic_annulus_salt_pepper_0.01_median_filter,1,1,1,1
synthetic_annulus_salt_pepper_0.01_bilateral_filter,127,71,2,49
synthetic_annulus_salt_pepper_0.01_non_local_means,1,1,2,45
synthetic_annulus_salt_pepper_0.01_topological,1,1,2,45
synthetic_annulus_salt_pepper_0.01_morphological,1,1,2,45
synthetic_annulus_salt_pepper_0.03_median_filter,1,1,1,1
synthetic_annulus_salt_pepper_0.03_bilateral_filter,358,172,2,48
synthetic_annulus_salt_pepper_0.03_non_local_means,3,1,2,42
synthetic_annulus_salt_pepper_0.03_topological,3,1,2,42
synthetic_annulus_salt_pepper_0.03_morphological,3,1,2,42
synthetic_annulus_salt_pepper_0.05_median_filter,1,1,1,1
synthetic_annulus_salt_pepper_0.05_bilateral_filter,568,288,2,50
synthetic_annulus_salt_pepper_0.05_non_local_means,4,1,2,58
synthetic_annulus_salt_pepper_0.05_topological,4,1,2,58
synthetic_annulus_salt_pepper_0.05_morphological,4,1,2,58
synthetic_annulus_salt_pepper_0.08_median_filter,1,1,1,1
synthetic_annulus_salt_pepper_0.08_bilateral_filter,851,439,2,51
synthetic_annulus_salt_pepper_0.08_non_local_means,5,2,2,53
synthetic_annulus_salt_pepper_0.08_topological,5,2,2,53
synthetic_annulus_salt_pepper_0.08_morphological,5,2,2,53
synthetic_annulus_salt_pepper_0.10_median_filter,1,1,1,1
synthetic_annulus_salt_pepper_0.10_bilateral_filter,986,519,2,71
synthetic_annulus_salt_pepper_0.10_non_local_means,10,1,2,53
synthetic_annulus_salt_pepper_0.10_topological,10,1,2,53
synthetic_annulus_salt_pepper_0.10_morphological,10,1,2,53
synthetic_figure_eight_clean,1,0,1,1
synthetic_figure_eight_gaussian_0.01,1,0,1,1
synthetic_figure_eight_gaussian_0.03,1,0,1,1
synthetic_figure_eight_gaussian_0.05,1,0,1,2
synthetic_figure_eight_gaussian_0.08,1,0,1,2
synthetic_figure_eight_gaussian_0.10,1,0,1,2
synthetic_figure_eight_salt_pepper_0.01,159,38,1,1
synthetic_figure_eight_salt_pepper_0.03,439,113,1,1
synthetic_figure_eight_salt_pepper_0.05,691,185,1,1
synthetic_figure_eight_salt_pepper_0.08,1047,269,1,1
synthetic_figure_eight_salt_pepper_0.10,1198,358,1,1
synthetic_figure_eight_gaussian_0.01_median_filter,1,0,1,1
synthetic_figure_eight_gaussian_0.01_bilateral_filter,1,0,1,2
synthetic_figure_eight_gaussian_0.01_non_local_means,2,0,1,2
synthetic_figure_eight_gaussian_0.01_topological,2,0,1,2
synthetic_figure_eight_gaussian_0.01_morphological,2,0,1,2
synthetic_figure_eight_gaussian_0.03_median_filter,1,0,1,1
synthetic_figure_eight_gaussian_0.03_bilateral_filter,1,0,1,2
synthetic_figure_eight_gaussian_0.03_non_local_means,2,0,1,2
synthetic_figure_eight_gaussian_0.03_topological,2,0,1,2
synthetic_figure_eight_gaussian_0.03_morphological,2,0,1,2
synthetic_figure_eight_gaussian_0.05_median_filter,1,0,1,1
synthetic_figure_eight_gaussian_0.05_bilateral_filter,1,0,1,2
synthetic_figure_eight_gaussian_0.05_non_local_means,2,0,1,2
synthetic_figure_eight_gaussian_0.05_topological,2,0,1,2
synthetic_figure_eight_gaussian_0.05_morphological,2,0,1,2
synthetic_figure_eight_gaussian_0.08_median_filter,1,0,1,2
synthetic_figure_eight_gaussian_0.08_bilateral_filter,1,0,1,2
synthetic_figure_eight_gaussian_0.08_non_local_means,2,0,1,2
synthetic_figure_eight_gaussian_0.08_topological,2,0,1,2
synthetic_figure_eight_gaussian_0.08_morphological,2,0,1,2
synthetic_figure_eight_gaussian_0.10_median_filter,1,0,1,1
synthetic_figure_eight_gaussian_0.10_bilateral_filter,1,0,1,2
synthetic_figure_eight_gaussian_0.10_non_local_means,2,0,1,2
synthetic_figure_eight_gaussian_0.10_topological,2,0,1,2
synthetic_figure_eight_gaussian_0.10_morphological,2,0,1,2
synthetic_figure_eight_salt_pepper_0.01_median_filter,1,0,1,1
synthetic_figure_eight_salt_pepper_0.01_bilateral_filter,159,38,1,2
synthetic_figure_eight_salt_pepper_0.01_non_local_means,2,0,1,2
synthetic_figure_eight_salt_pepper_0.01_topological,2,0,1,2
synthetic_figure_eight_salt_pepper_0.01_morphological,2,0,1,2
synthetic_figure_eight_salt_pepper_0.03_median_filter,1,0,1,1
synthetic_figure_eight_salt_pepper_0.03_bilateral_filter,439,113,1,2
synthetic_figure_eight_salt_pepper_0.03_non_local_means,4,0,1,2
synthetic_figure_eight_salt_pepper_0.03_topological,4,0,1,2
synthetic_figure_eight_salt_pepper_0.03_morphological,4,0,1,2
synthetic_figure_eight_salt_pepper_0.05_median_filter,1,0,1,1
synthetic_figure_eight_salt_pepper_0.05_bilateral_filter,691,185,1,2
synthetic_figure_eight_salt_pepper_0.05_non_local_means,4,0,1,2
synthetic_figure_eight_salt_pepper_0.05_topological,4,0,1,2
synthetic_figure_eight_salt_pepper_0.05_morphological,4,0,1,2
synthetic_figure_eight_salt_pepper_0.08_median_filter,1,0,1,1
synthetic_figure_eight_salt_pepper_0.08_bilateral_filter,1047,269,1,7
synthetic_figure_eight_salt_pepper_0.08_non_local_means,3,0,1,2
synthetic_figure_eight_salt_pepper_0.08_topological,3,0,1,2
synthetic_figure_eight_salt_pepper_0.08_morphological,3,0,1,2
synthetic_figure_eight_salt_pepper_0.10_median_filter,1,0,1,1
synthetic_figure_eight_salt_pepper_0.10_bilateral_filter,1198,358,1,15
synthetic_figure_eight_salt_pepper_0.10_non_local_means,10,1,1,2
synthetic_figure_eight_salt_pepper_0.10_topological,10,1,1,2
synthetic_figure_eight_salt_pepper_0.10_morphological,10,1,1,2
synthetic_solid_circle_clean,1,0,1,1
synthetic_solid_circle_gaussian_0.01,1,0,1,1
synthetic_solid_circle_gaussian_0.03,1,0,1,1
synthetic_solid_circle_gaussian_0.05,1,0,1,1
synthetic_solid_circle_gaussian_0.08,1,0,1,1
synthetic_solid_circle_gaussian_0.10,1,0,1,1
synthetic_solid_circle_salt_pepper_0.01,152,36,1,1
synthetic_solid_circle_salt_pepper_0.03,437,110,1,1
synthetic_solid_circle_salt_pepper_0.05,717,181,1,1
synthetic_solid_circle_salt_pepper_0.08,1061,264,1,1
synthetic_solid_circle_salt_pepper_0.10,1229,341,1,1
synthetic_solid_circle_gaussian_0.01_median_filter,1,0,1,1
synthetic_solid_circle_gaussian_0.01_bilateral_filter,1,0,1,1
synthetic_solid_circle_gaussian_0.01_non_local_means,1,0,1,1
synthetic_solid_circle_gaussian_0.01_topological,1,0,1,1
synthetic_solid_circle_gaussian_0.01_morphological,1,0,1,1
synthetic_solid_circle_gaussian_0.03_median_filter,1,0,1,1
synthetic_solid_circle_gaussian_0.03_bilateral_filter,1,0,1,1
synthetic_solid_circle_gaussian_0.03_non_local_means,1,0,1,1
synthetic_solid_circle_gaussian_0.03_topological,1,0,1,1
synthetic_solid_circle_gaussian_0.03_morphological,1,0,1,1
synthetic_solid_circle_gaussian_0.05_median_filter,1,0,1,1
synthetic_solid_circle_gaussian_0.05_bilateral_filter,1,0,1,1
synthetic_solid_circle_gaussian_0.05_non_local_means,1,0,1,1
synthetic_solid_circle_gaussian_0.05_topological,1,0,1,1
synthetic_solid_circle_gaussian_0.05_morphological,1,0,1,1
synthetic_solid_circle_gaussian_0.08_median_filter,1,0,1,1
synthetic_solid_circle_gaussian_0.08_bilateral_filter,1,0,1,1
synthetic_solid_circle_gaussian_0.08_non_local_means,1,0,1,1
synthetic_solid_circle_gaussian_0.08_topological,1,0,1,1
synthetic_solid_circle_gaussian_0.08_morphological,1,0,1,1
synthetic_solid_circle_gaussian_0.10_median_filter,1,0,1,1
synthetic_solid_circle_gaussian_0.10_bilateral_filter,1,0,1,1
synthetic_solid_circle_gaussian_0.10_non_local_means,1,0,1,1
synthetic_solid_circle_gaussian_0.10_topological,1,0,1,1
synthetic_solid_circle_gaussian_0.10_morphological,1,0,1,1
synthetic_solid_circle_salt_pepper_0.01_median_filter,1,0,1,1
synthetic_solid_circle_salt_pepper_0.01_bilateral_filter,152,36,1,1
synthetic_solid_circle_salt_pepper_0.01_non_local_means,1,0,1,1
synthetic_solid_circle_salt_pepper_0.01_topological,1,0,1,1
synthetic_solid_circle_salt_pepper_0.01_morphological,1,0,1,1
synthetic_solid_circle_salt_pepper_0.03_median_filter,1,0,1,1
synthetic_solid_circle_salt_pepper_0.03_bilateral_filter,437,110,1,1
synthetic_solid_circle_salt_pepper_0.03_non_local_means,2,0,1,1
synthetic_solid_circle_salt_pepper_0.03_topological,2,0,1,1
synthetic_solid_circle_salt_pepper_0.03_morphological,2,0,1,1
synthetic_solid_circle_salt_pepper_0.05_median_filter,1,0,1,1
synthetic_solid_circle_salt_pepper_0.05_bilateral_filter,717,181,1,2
synthetic_solid_circle_salt_pepper_0.05_non_local_means,6,1,1,1
synthetic_solid_circle_salt_pepper_0.05_topological,6,1,1,1
synthetic_solid_circle_salt_pepper_0.05_morphological,6,1,1,1
synthetic_solid_circle_salt_pepper_0.08_median_filter,1,0,1,1
synthetic_solid_circle_salt_pepper_0.08_bilateral_filter,1061,264,1,3
synthetic_solid_circle_salt_pepper_0.08_non_local_means,4,0,1,1
synthetic_solid_circle_salt_pepper_0.08_topological,4,0,1,1
synthetic_solid_circle_salt_pepper_0.08_morphological,4,0,1,1
synthetic_solid_circle_salt_pepper_0.10_median_filter,1,0,1,1
synthetic_solid_circle_salt_pepper_0.10_bilateral_filter,1229,341,1,7
synthetic_solid_circle_salt_pepper_0.10_non_local_means,7,0,1,1
synthetic_solid_circle_salt_pepper_0.10_topological,7,0,1,1
synthetic_solid_circle_salt_pepper_0.10_morphological,7,0,1,1
synthetic_two_circles_clean,2,0,1,1
synthetic_two_circles_gaussian_0.01,2,0,1,1
synthetic_two_circles_gaussian_0.03,2,0,1,1
synthetic_two_circles_gaussian_0.05,2,0,1,1
synthetic_two_circles_gaussian_0.08,2,0,1,2
synthetic_two_circles_gaussian_0.10,2,0,1,2
synthetic_two_circles_salt_pepper_0.01,168,26,1,1
synthetic_two_circles_salt_pepper_0.03,464,80,1,1
synthetic_two_circles_salt_pepper_0.05,725,116,1,1
synthetic_two_circles_salt_pepper_0.08,1114,212,1,1
synthetic_two_circles_salt_pepper_0.10,1257,234,1,1
synthetic_two_circles_gaussian_0.01_median_filter,2,0,1,1
synthetic_two_circles_gaussian_0.01_bilateral_filter,2,0,1,2
synthetic_two_circles_gaussian_0.01_non_local_means,2,0,1,2
synthetic_two_circles_gaussian_0.01_topological,2,0,1,2
synthetic_two_circles_gaussian_0.01_morphological,2,0,1,2
synthetic_two_circles_gaussian_0.03_median_filter,2,0,1,1
synthetic_two_circles_gaussian_0.03_bilateral_filter,2,0,1,2
synthetic_two_circles_gaussian_0.03_non_local_means,2,0,1,2
synthetic_two_circles_gaussian_0.03_topological,2,0,1,2
synthetic_two_circles_gaussian_0.03_morphological,2,0,1,2
synthetic_two_circles_gaussian_0.05_median_filter,2,0,1,1
synthetic_two_circles_gaussian_0.05_bilateral_filter,2,0,1,2
synthetic_two_circles_gaussian_0.05_non_local_means,2,0,1,2
synthetic_two_circles_gaussian_0.05_topological,2,0,1,2
synthetic_two_circles_gaussian_0.05_morphological,2,0,1,2
synthetic_two_circles_gaussian_0.08_median_filter,2,0,1,2
synthetic_two_circles_gaussian_0.08_bilateral_filter,2,0,1,2
synthetic_two_circles_gaussian_0.08_non_local_means,2,0,1,2
synthetic_two_circles_gaussian_0.08_topological,2,0,1,2
synthetic_two_circles_gaussian_0.08_morphological,2,0,1,2
synthetic_two_circles_gaussian_0.10_median_filter,2,0,1,1
synthetic_two_circles_gaussian_0.10_bilateral_filter,2,0,1,2
synthetic_two_circles_gaussian_0.10_non_local_means,2,0,1,2
synthetic_two_circles_gaussian_0.10_topological,2,0,1,2
synthetic_two_circles_gaussian_0.10_morphological,2,0,1,2
synthetic_two_circles_salt_pepper_0.01_median_filter,2,0,1,1
synthetic_two_circles_salt_pepper_0.01_bilateral_filter,168,26,1,2
synthetic_two_circles_salt_pepper_0.01_non_local_means,2,0,1,2
synthetic_two_circles_salt_pepper_0.01_topological,2,0,1,2
synthetic_two_circles_salt_pepper_0.01_morphological,2,0,1,2
synthetic_two_circles_salt_pepper_0.03_median_filter,2,0,1,1
synthetic_two_circles_salt_pepper_0.03_bilateral_filter,464,80,1,2
