noise_type,noise_level,bilateral_filter,median_filter,non_local_means
gaussian,0.05,-0.20030900198497967,0.5043646688099008,-1.38719961786599
gaussian,0.1,0.3172755678970547,0.06915736926011469,0.018115898160293263
salt_pepper,0.05,-0.3445859872611465,0.08530149470508652,-1.0147642106535797
salt_pepper,0.1,0.18256687706642621,0.3703062518006338,-0.4558217701272323
